GeneSymbol	GO_term
ORM1	regulation of immune system process
ORM1	extracellular region
ORM1	protein binding
ORM1	acute-phase response
ORM1	extracellular exosome
ORM1	blood microparticle
ORM1	positive regulation of interleukin-1 beta production
ORM1	positive regulation of tumor necrosis factor production
ORM1	collagen-containing extracellular matrix
ORM1	inflammatory response
ORM1	platelet alpha granule lumen
ORM1	specific granule lumen
ORM1	tertiary granule lumen
ORM1	negative regulation of interleukin-6 production
ORM1	negative regulation of tumor necrosis factor production
ORM1	positive regulation of interleukin-1 production
ORM1	
OSBP2	lipid binding
OSBP2	membrane
OSBP2	lipid transport
OSBP2	protein binding
OSBP2	cell differentiation
OSBP2	acrosomal vesicle
OSBP2	spermatogenesis
OSBP2	plasma membrane
OSBP2	cytoplasmic vesicle
OSBP2	cytosol
OSBP2	spermatid development
OSBP2	cholesterol binding
OSBP2	perinuclear endoplasmic reticulum
OSBP2	apical dendrite
OSBP2	
OXR1	
OXR1	mitochondrion
OXR1	nucleus
OXR1	response to oxidative stress
OXR1	oxidoreductase activity
OXR1	adult walking behavior
OXR1	negative regulation of neuron apoptotic process
OXR1	neuron apoptotic process
OXR1	cellular response to hydroperoxide
OXR1	negative regulation of cellular response to oxidative stress
OXR1	nucleolus
OXR1	protein binding
PAPOLA	
PAPOLA	nucleus
PAPOLA	RNA binding
PAPOLA	nucleotidyltransferase activity
PAPOLA	poly(A) RNA polymerase activity
PAPOLA	RNA 3'-end processing
PAPOLA	mRNA processing
PAPOLA	cytoplasm
PAPOLA	nucleoplasm
PAPOLA	metal ion binding
PAPOLA	ATP binding
PAPOLA	transferase activity
PAPOLA	magnesium ion binding
PAPOLA	protein binding
PAPOLA	mRNA 3'-end processing
PAPOLA	manganese ion binding
PAPOLA	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway
PAPOLA	cytosolic mRNA polyadenylation
PAPOLA	nucleotide binding
PCMT1	methyltransferase activity
PCMT1	methylation
PCMT1	protein modification process
PCMT1	cytosol
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
PCMT1	cytoplasm
PCMT1	protein binding
PCMT1	cadherin binding
PCMT1	extracellular exosome
PCMT1	protein methylation
PCMT1	extracellular vesicle
PCMT1	protein repair
PCMT1	
PCNP	protein ubiquitination
PCNP	nucleus
PCNP	nucleoplasm
PCNP	protein binding
PCNP	nuclear body
PCNP	proteasome-mediated ubiquitin-dependent protein catabolic process
PCNP	
PFDN5	protein folding
PFDN5	unfolded protein binding
PFDN5	prefoldin complex
PFDN5	nucleus
PFDN5	cytoplasm
PFDN5	cytosol
PFDN5	protein binding
PFDN5	intermediate filament cytoskeleton
PFDN5	protein-containing complex
PFDN5	transcription corepressor activity
PFDN5	negative regulation of DNA-templated transcription
PFDN5	regulation of DNA-templated transcription
PFDN5	negative regulation of canonical Wnt signaling pathway
PFDN5	amyloid-beta binding
PFDN5	chaperone-mediated protein folding
PFDN5	negative regulation of amyloid fibril formation
PFDN5	RNA polymerase II core complex assembly
PFDN5	RNA polymerase I assembly
PFDN5	RNA polymerase III assembly
PFDN5	
PFDN5	retina development in camera-type eye
PIGY	membrane
PIGY	protein binding
PIGY	endoplasmic reticulum
PIGY	endoplasmic reticulum membrane
PIGY	GPI anchor biosynthetic process
PIGY	plasma membrane
PIGY	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
PIGY	phosphatidylinositol N-acetylglucosaminyltransferase activity
PJA2	cytoplasm
PJA2	plasma membrane
PJA2	Golgi apparatus
PJA2	transferase activity
PJA2	cytoskeleton
PJA2	zinc ion binding
PJA2	endoplasmic reticulum
PJA2	endoplasmic reticulum membrane
PJA2	protein ubiquitination
PJA2	innate immune response
PJA2	Golgi membrane
PJA2	synapse
PJA2	ubiquitin protein ligase activity
PJA2	protein binding
PJA2	centrosome
PJA2	proteasome-mediated ubiquitin-dependent protein catabolic process
PJA2	ubiquitin-protein transferase activity
PJA2	postsynaptic density
PJA2	inflammatory response
PJA2	centriolar satellite
PJA2	ciliary basal body
PJA2	long-term memory
PJA2	positive regulation of JNK cascade
PJA2	protein kinase A catalytic subunit binding
PJA2	protein kinase A regulatory subunit binding
PJA2	regulation of protein kinase A signaling
PJA2	positive regulation of toll-like receptor 2 signaling pathway
PJA2	regulation of macrophage activation
PJA2	positive regulation of p38MAPK cascade
PJA2	glutamatergic synapse
PJA2	
POLR2A	DNA binding
POLR2A	DNA-directed 5'-3' RNA polymerase activity
POLR2A	DNA-templated transcription
POLR2A	transcription by RNA polymerase II
POLR2A	nucleus
POLR2A	metal ion binding
POLR2A	nucleotidyltransferase activity
POLR2A	nuclear lumen
POLR2A	DNA-directed RNA polymerase complex
POLR2A	
POLR2A	nucleoplasm
POLR2A	mitochondrion
POLR2A	transcription by RNA polymerase I
POLR2A	transcription by RNA polymerase III
POLR2A	core promoter sequence-specific DNA binding
POLR2A	RNA polymerase I activity
POLR2A	transcription by RNA polymerase IV
POLR2A	transcription by RNA polymerase V
POLR2A	mitochondrial transcription
POLR2A	plastid transcription
POLR2A	cellular response to oxygen levels
POLR2A	euchromatin
PPP1CC	hydrolase activity
PPP1CC	chromosome, telomeric region
PPP1CC	nucleus
PPP1CC	RNA binding
PPP1CC	cytoplasm
PPP1CC	nuclear speck
PPP1CC	phosphoprotein phosphatase activity
PPP1CC	metal ion binding
PPP1CC	cell division
PPP1CC	mitochondrion
PPP1CC	cytoskeleton
PPP1CC	protein binding
PPP1CC	chromatin remodeling
PPP1CC	nucleoplasm
PPP1CC	regulation of transcription by RNA polymerase II
PPP1CC	myosin phosphatase activity
PPP1CC	calmodulin-dependent protein phosphatase activity
PPP1CC	histone H2AXS140 phosphatase activity
PPP1CC	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity
PPP1CC	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity
PPP1CC	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity
PPP1CC	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity
PPP1CC	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity
PPP1CC	MAP kinase serine/threonine phosphatase activity
PPP1CC	chromosome, centromeric region
PPP1CC	kinetochore
PPP1CC	chromosome
PPP1CC	midbody
PPP1CC	cleavage furrow
PPP1CC	nucleolus
PPP1CC	microtubule organizing center
PPP1CC	rhythmic process
PPP1CC	protein-containing complex
PPP1CC	focal adhesion
PPP1CC	protein serine/threonine phosphatase activity
PPP1CC	glycogen metabolic process
PPP1CC	protein kinase binding
PPP1CC	phosphatase activity
PPP1CC	circadian regulation of gene expression
PPP1CC	cytosol
PPP1CC	protein dephosphorylation
PPP1CC	regulation of circadian rhythm
PPP1CC	PTW/PP1 phosphatase complex
PPP1CC	entrainment of circadian clock by photoperiod
PPP1CC	MAPK cascade
PPP1CC	lamin binding
PPP1CC	protein phosphatase 1 binding
PPP1CC	protein phosphatase binding
PPP1CC	protein domain specific binding
PPP1CC	protein-containing complex binding
PPP1CC	mitotic sister chromatid segregation
PPP1CC	blastocyst development
PPP1CC	spermatogenesis
PPP1CC	neuron differentiation
PPP1CC	regulation of nucleocytoplasmic transport
PPP1CC	positive regulation of glial cell proliferation
PPP1CC	mitochondrial outer membrane
PPP1CC	dendritic spine
PPP1CC	presynapse
PPP1CC	postsynapse
PPP1CC	glutamatergic synapse
PPP1CC	
PPP1R2	regulation of signal transduction
PPP1R2	protein phosphatase inhibitor activity
PPP1R2	protein binding
PPP1R2	glycogen metabolic process
PPP1R2	intracellular signal transduction
PPP1R2	generation of precursor metabolites and energy
PPP1R2	molecular function inhibitor activity
PPP1R2	protein serine/threonine phosphatase inhibitor activity
PPP1R2	
PPP2R1A	protein binding
PPP2R1A	
PPP2R1A	nucleus
PPP2R1A	cytoplasm
PPP2R1A	plasma membrane
PPP2R1A	membrane
PPP2R1A	cell projection
PPP2R1A	neuron projection
PPP2R1A	mitochondrion
PPP2R1A	intracellular signal transduction
PPP2R1A	cytosol
PPP2R1A	chromosome, centromeric region
PPP2R1A	chromosome
PPP2R1A	dendrite
PPP2R1A	microtubule cytoskeleton
PPP2R1A	chromosome segregation
PPP2R1A	meiotic sister chromatid cohesion, centromeric
PPP2R1A	protein phosphatase type 2A complex
PPP2R1A	extracellular exosome
PPP2R1A	protein-containing complex assembly
PPP2R1A	negative regulation of hippo signaling
PPP2R1A	protein serine/threonine phosphatase activity
PPP2R1A	female meiotic nuclear division
PPP2R1A	T cell homeostasis
PPP2R1A	meiotic spindle elongation
PPP2R1A	mitotic sister chromatid separation
PPP2R1A	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PPP2R1A	regulation of meiotic cell cycle process involved in oocyte maturation
PPP2R1A	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
PPP2R1A	synapse
PPP2R1A	glutamatergic synapse
PPP2R1A	lateral plasma membrane
PPP2R1A	protein heterodimerization activity
PPP2R1A	FAR/SIN/STRIPAK complex
PPP2R1A	regulation of growth
PPP2R1A	regulation of cell differentiation
PPP2R1A	neuronal cell body
PPP2R1A	protein phosphatase regulator activity
PPP2R1A	spindle assembly
PPP2R1A	protein antigen binding
PRF1	
PRF1	calcium ion binding
PRF1	pore-forming activity
PRF1	leukocyte mediated cytotoxicity
PRF1	extracellular region
PRF1	plasma membrane
PRF1	membrane
PRF1	cytosol
PRF1	metal ion binding
PRF1	endosome
PRF1	protein binding
PRF1	defense response to virus
PRF1	lysosome
PRF1	identical protein binding
PRF1	killing of cells of another organism
PRF1	protein homooligomerization
PRF1	apoptotic process
PRF1	immunological synapse
PRF1	cellular defense response
PRF1	wide pore channel activity
PRF1	protein secretion
PRF1	endosome lumen
PRF1	T cell mediated cytotoxicity
PRF1	cytolytic granule
PRF1	granzyme-mediated programmed cell death signaling pathway
PRF1	cytolytic granule lumen
PRF1	immunological synapse formation
PRF1	defense response to tumor cell
PRF1	immune response to tumor cell
PRF1	protein import
PRF1	positive regulation of killing of cells of another organism
PRF1	protein transmembrane transport
PRF1	cytoplasmic vesicle
PROK2	extracellular region
PROK2	protein binding
PROK2	negative regulation of apoptotic process
PROK2	G protein-coupled receptor binding
PROK2	G protein-coupled receptor signaling pathway
PROK2	spermatogenesis
PROK2	rhythmic process
PROK2	chemotaxis
PROK2	inflammatory response
PROK2	angiogenesis
PROK2	neuropeptide signaling pathway
PROK2	endothelial cell proliferation
PROK2	positive regulation of cytosolic calcium ion concentration
PROK2	sensory perception of pain
PROK2	positive regulation of smooth muscle contraction
PROK2	circadian rhythm
PSMA4	proteolysis involved in protein catabolic process
PSMA4	proteasome core complex
PSMA4	nucleus
PSMA4	proteasome complex
PSMA4	proteasome core complex, alpha-subunit complex
PSMA4	ubiquitin-dependent protein catabolic process
PSMA4	cytoplasm
PSMA4	cytosol
PSMA4	nucleoplasm
PSMA4	protein binding
PSMA4	intracellular membrane-bounded organelle
PSMA4	P-body
PSMA4	proteasome-mediated ubiquitin-dependent protein catabolic process
PSMA4	extracellular exosome
PSMA4	
PSMA6	proteolysis involved in protein catabolic process
PSMA6	proteasome core complex
PSMA6	proteasome core complex, alpha-subunit complex
PSMA6	nucleus
PSMA6	RNA binding
PSMA6	cytoplasm
PSMA6	cytosol
PSMA6	nucleoplasm
PSMA6	mitochondrion
PSMA6	protein binding
PSMA6	cilium
PSMA6	ubiquitin-dependent protein catabolic process
PSMA6	proteasome complex
PSMA6	P-body
PSMA6	proteasome-mediated ubiquitin-dependent protein catabolic process
PSMA6	endopeptidase activity
PSMA6	extracellular exosome
PSMA6	positive regulation of NF-kappaB transcription factor activity
PSMA6	nuclear matrix
PSMA6	regulation of inflammatory response
PSMA6	myofibril
PSMA6	sarcomere
PSMA6	NF-kappaB binding
PSMA6	ribosome
PSMA6	purine ribonucleoside triphosphate binding
PSMA6	
PTEN	phosphatase activity
PTEN	phosphatidylinositol dephosphorylation
PTEN	dephosphorylation
PTEN	negative regulation of cell population proliferation
PTEN	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity
PTEN	inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity
PTEN	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity
PTEN	negative regulation of cellular senescence
PTEN	cytoplasm
PTEN	nucleus
PTEN	extracellular region
PTEN	plasma membrane
PTEN	phosphoprotein phosphatase activity
PTEN	phosphatidylinositol phosphate phosphatase activity
PTEN	lipid metabolic process
PTEN	regulation of developmental process
PTEN	cell projection
PTEN	cytosol
PTEN	nucleoplasm
PTEN	protein binding
PTEN	chromatin remodeling
PTEN	apoptotic process
PTEN	apical plasma membrane
PTEN	lipid binding
PTEN	regulation of transcription by RNA polymerase II
PTEN	myosin phosphatase activity
PTEN	calmodulin-dependent protein phosphatase activity
PTEN	histone H2AXS140 phosphatase activity
PTEN	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity
PTEN	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity
PTEN	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity
PTEN	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity
PTEN	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity
PTEN	MAP kinase serine/threonine phosphatase activity
PTEN	synapse
PTEN	nervous system development
PTEN	PML body
PTEN	non-membrane spanning protein tyrosine phosphatase activity
PTEN	protein tyrosine phosphatase activity, metal-dependent
PTEN	histone H2AXY142 phosphatase activity
PTEN	protein tyrosine phosphatase activity
PTEN	dendritic spine
PTEN	identical protein binding
PTEN	postsynaptic density
PTEN	protein serine/threonine phosphatase activity
PTEN	heart development
PTEN	enzyme binding
PTEN	phosphatidylinositol-3-phosphate phosphatase activity
PTEN	cytoplasmic side of plasma membrane
PTEN	cell migration
PTEN	cell motility
PTEN	positive regulation of cell population proliferation
PTEN	negative regulation of cell migration
PTEN	central nervous system development
PTEN	regulation of protein stability
PTEN	positive regulation of transcription by RNA polymerase II
PTEN	negative regulation of cell cycle G1/S phase transition
PTEN	phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN	phosphatidylinositol biosynthetic process
PTEN	protein stabilization
PTEN	positive regulation of intracellular signal transduction
PTEN	protein dephosphorylation
PTEN	PDZ domain binding
PTEN	negative regulation of focal adhesion assembly
PTEN	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN	beta-catenin binding
PTEN	negative regulation of epithelial to mesenchymal transition
PTEN	positive regulation of ubiquitin-dependent protein catabolic process
PTEN	prepulse inhibition
PTEN	negative regulation of G1/S transition of mitotic cell cycle
PTEN	negative regulation of osteoblast differentiation
PTEN	negative regulation of neuron projection development
PTEN	negative regulation of vascular associated smooth muscle cell proliferation
PTEN	locomotory behavior
PTEN	neuron projection
PTEN	negative regulation of peptidyl-serine phosphorylation
PTEN	neuron-neuron synaptic transmission
PTEN	synapse assembly
PTEN	social behavior
PTEN	presynaptic membrane assembly
PTEN	negative regulation of cyclin-dependent protein serine/threonine kinase activity
PTEN	regulation of neuron projection development
PTEN	multicellular organismal response to stress
PTEN	learning or memory
PTEN	negative regulation of cell size
PTEN	adult behavior
PTEN	positive regulation of excitatory postsynaptic potential
PTEN	anaphase-promoting complex binding
PTEN	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity
PTEN	ubiquitin-specific protease binding
PTEN	ubiquitin ligase activator activity
PTEN	spindle assembly involved in female meiosis
PTEN	dentate gyrus development
PTEN	central nervous system neuron axonogenesis
PTEN	central nervous system myelin maintenance
PTEN	maternal behavior
PTEN	locomotor rhythm
PTEN	negative regulation of organ growth
PTEN	forebrain morphogenesis
PTEN	negative regulation of axonogenesis
PTEN	negative regulation of keratinocyte migration
PTEN	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN	rhythmic synaptic transmission
PTEN	synapse maturation
PTEN	dendritic spine morphogenesis
PTEN	cellular response to electrical stimulus
PTEN	negative regulation of excitatory postsynaptic potential
PTEN	postsynaptic density assembly
PTEN	negative regulation of wound healing, spreading of epidermal cells
PTEN	positive regulation of ubiquitin protein ligase activity
PTEN	negative regulation of synaptic vesicle clustering
PTEN	myelin sheath adaxonal region
PTEN	Schmidt-Lanterman incisure
PTEN	molecular function inhibitor activity
PTEN	
RAB10	GTPase activity
RAB10	GTP binding
RAB10	cytoplasm
RAB10	plasma membrane
RAB10	Golgi apparatus
RAB10	membrane
RAB10	cell projection
RAB10	endosome
RAB10	endosome membrane
RAB10	hydrolase activity
RAB10	cytoskeleton
RAB10	protein binding
RAB10	endoplasmic reticulum
RAB10	endoplasmic reticulum membrane
RAB10	protein transport
RAB10	vesicle-mediated transport
RAB10	perinuclear region of cytoplasm
RAB10	lysosome
RAB10	recycling endosome membrane
RAB10	Golgi membrane
RAB10	cilium
RAB10	focal adhesion
RAB10	establishment of protein localization to membrane
RAB10	phagocytic vesicle membrane
RAB10	trans-Golgi network
RAB10	exocyst
RAB10	recycling endosome
RAB10	axonogenesis
RAB10	G protein activity
RAB10	cytosol
RAB10	extracellular exosome
RAB10	exocytosis
RAB10	endosomal transport
RAB10	cell-cell adhesion
RAB10	Golgi to plasma membrane transport
RAB10	cadherin binding involved in cell-cell adhesion
RAB10	adherens junction
RAB10	protein localization to basolateral plasma membrane
RAB10	GDP binding
RAB10	myosin V binding
RAB10	secretory granule membrane
RAB10	cellular response to insulin stimulus
RAB10	protein localization to plasma membrane
RAB10	cytoplasmic vesicle membrane
RAB10	regulated exocytosis
RAB10	Golgi to plasma membrane protein transport
RAB10	secretory vesicle
RAB10	endoplasmic reticulum tubular network organization
RAB10	antigen processing and presentation
RAB10	insulin-responsive compartment
RAB10	exocytic vesicle
RAB10	polarized epithelial cell differentiation
RAB10	establishment of neuroblast polarity
RAB10	establishment of protein localization to endoplasmic reticulum membrane
RAB10	endoplasmic reticulum tubular network
RAB10	
RAB8B	GTPase activity
RAB8B	GTP binding
RAB8B	plasma membrane
RAB8B	endosome
RAB8B	endosome membrane
RAB8B	protein transport
RAB8B	signaling receptor binding
RAB8B	peroxisomal membrane
RAB8B	protein binding
RAB8B	phagocytic vesicle membrane
RAB8B	phagocytic vesicle
RAB8B	extracellular exosome
RAB8B	exocytosis
RAB8B	endocytic recycling
RAB8B	GDP binding
RAB8B	synaptic vesicle
RAB8B	trans-Golgi network transport vesicle
RAB8B	antigen processing and presentation
RAB8B	recycling endosome membrane
RAB8B	protein import into peroxisome membrane
RAB8B	TPR domain binding
RAB8B	positive regulation of cell projection organization
RAB8B	positive regulation of corticotropin secretion
RAB8B	cell-substrate junction organization
RAB8B	perinuclear region of cytoplasm
RAB8B	cell tip
RAB8B	presynapse
RAB8B	membrane
RAP2A	membrane
RAP2A	signal transduction
RAP2A	GTPase activity
RAP2A	GTP binding
RAP2A	Rap protein signal transduction
RAP2A	plasma membrane
RAP2A	endosome
RAP2A	hydrolase activity
RAP2A	protein binding
RAP2A	endomembrane system
RAP2A	recycling endosome membrane
RAP2A	midbody
RAP2A	cytoplasmic vesicle membrane
RAP2A	actin cytoskeleton organization
RAP2A	bounding membrane of organelle
RAP2A	recycling endosome
RAP2A	G protein activity
RAP2A	positive regulation of protein phosphorylation
RAP2A	protein localization
RAP2A	cellular response to xenobiotic stimulus
RAP2A	microvillus assembly
RAP2A	protein localization to plasma membrane
RAP2A	GDP binding
RAP2A	magnesium ion binding
RAP2A	negative regulation of cell migration
RAP2A	regulation of dendrite morphogenesis
RAP2A	regulation of JNK cascade
RAP2A	regulation of postsynaptic membrane neurotransmitter receptor levels
RAP2A	positive regulation of protein autophosphorylation
RAP2A	regulation of synapse assembly
RAP2A	establishment of protein localization
RAP2A	Schaffer collateral - CA1 synapse
RAP2A	cytosol
RAP2A	synapse
RAP2A	synaptic membrane
RB1CC1	autophagosome assembly
RB1CC1	nucleus
RB1CC1	cytoplasm
RB1CC1	nuclear membrane
RB1CC1	cytosol
RB1CC1	protein binding
RB1CC1	autophagy
RB1CC1	lysosome
RB1CC1	protein kinase binding
RB1CC1	phagophore assembly site
RB1CC1	phagophore assembly site membrane
RB1CC1	endoplasmic reticulum membrane
RB1CC1	molecular adaptor activity
RB1CC1	negative regulation of cell population proliferation
RB1CC1	positive regulation of autophagy
RB1CC1	piecemeal microautophagy of the nucleus
RB1CC1	Atg1/ULK1 kinase complex
RB1CC1	protein-membrane adaptor activity
RB1CC1	reticulophagy
RB1CC1	autophagy of mitochondrion
RB1CC1	glycophagy
RB1CC1	pexophagy
RB1CC1	liver development
RB1CC1	apoptotic process
RB1CC1	heart development
RB1CC1	ribophagy
RB1CC1	negative regulation of apoptotic process
RB1CC1	innate immune response
RB1CC1	positive regulation of cell size
RB1CC1	positive regulation of JNK cascade
RB1CC1	defense response to virus
RB1CC1	extrinsic apoptotic signaling pathway
RB1CC1	negative regulation of extrinsic apoptotic signaling pathway
RB1CC1	autophagosome membrane
RB1CC1	
RBM12B	RNA binding
RBM12B	nucleic acid binding
RBM12B	protein binding
RBM12B	nucleoplasm
RBM12B	regulation of RNA splicing
RBM12B	ribonucleoprotein complex
RBM12B	
RBX1	
RBX1	zinc ion binding
RBX1	nucleus
RBX1	cytoplasm
RBX1	nucleoplasm
RBX1	transferase activity
RBX1	protein binding
RBX1	protein ubiquitination
RBX1	cytosol
RBX1	spermatogenesis
RBX1	DNA repair
RBX1	ubiquitin protein ligase activity
RBX1	ubiquitin-dependent protein catabolic process
RBX1	proteasome-mediated ubiquitin-dependent protein catabolic process
RBX1	ubiquitin-protein transferase activity
RBX1	protein polyubiquitination
RBX1	cullin-RING ubiquitin ligase complex
RBX1	cullin family protein binding
RBX1	positive regulation of canonical NF-kappaB signal transduction
RBX1	protein K48-linked ubiquitination
RBX1	cellular response to amino acid stimulus
RBX1	RNA polymerase II-specific DNA-binding transcription factor binding
RBX1	ubiquitin protein ligase binding
RBX1	negative regulation of type I interferon production
RBX1	Cul3-RING ubiquitin ligase complex
RBX1	SCF ubiquitin ligase complex
RBX1	protein neddylation
RBX1	positive regulation of protein catabolic process
RBX1	cellular response to oxidative stress
RBX1	T cell activation
RBX1	Cul5-RING ubiquitin ligase complex
RBX1	molecular adaptor activity
RBX1	positive regulation of TORC1 signaling
RBX1	negative regulation of insulin receptor signaling pathway
RBX1	protein monoubiquitination
RBX1	DNA damage response
RBX1	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
RBX1	negative regulation of response to oxidative stress
RBX1	MAPK cascade
RBX1	Cul2-RING ubiquitin ligase complex
RBX1	post-translational protein modification
RBX1	cellular response to chemical stress
RBX1	regulation of cellular response to insulin stimulus
RBX1	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
RBX1	NEDD8 transferase activity
RBX1	ubiquitin-ubiquitin ligase activity
RBX1	NEDD8 ligase activity
RBX1	protein catabolic process
RBX1	cellular response to UV
RBX1	negative regulation of canonical Wnt signaling pathway
RBX1	ubiquitin-dependent protein catabolic process via the C-end degron rule pathway
RBX1	negative regulation of mitophagy
RBX1	positive regulation of protein autoubiquitination
RBX1	Cul4A-RING E3 ubiquitin ligase complex
RBX1	Cul4B-RING E3 ubiquitin ligase complex
RBX1	Cul7-RING ubiquitin ligase complex
RCOR3	nucleus
RCOR3	cytosol
RCOR3	nucleoplasm
RCOR3	protein binding
RCOR3	regulation of transcription by RNA polymerase II
RCOR3	negative regulation of DNA-templated transcription
RCOR3	transcription corepressor activity
RCOR3	transcription regulator complex
RCOR3	histone deacetylase complex
RCOR3	
REEP5	membrane
REEP5	endoplasmic reticulum
REEP5	protein binding
REEP5	sarcoplasmic reticulum
REEP5	sarcoplasmic reticulum membrane
REEP5	endoplasmic reticulum tubular network
REEP5	endoplasmic reticulum organization
REEP5	regulation of intracellular transport
REEP5	endoplasmic reticulum membrane organization
REEP5	
RGS18	cytoplasm
RGS18	protein binding
RGS18	GTPase activity
RGS18	plasma membrane
RGS18	negative regulation of signal transduction
RGS18	G protein-coupled receptor signaling pathway
RGS18	GTPase activator activity
RGS18	regulation of G protein-coupled receptor signaling pathway
RGS18	
RNASE2	nucleic acid binding
RNASE2	lyase activity
RNASE2	protein binding
RNASE2	defense response to virus
RNASE2	lysosome
RNASE2	extracellular region
RNASE2	chemotaxis
RNASE2	endonuclease activity
RNASE2	extracellular space
RNASE2	extracellular exosome
RNASE2	azurophil granule lumen
RNASE2	RNA nuclease activity
RNASE2	RNA catabolic process
RNASE2	ribonuclease A activity
RNASE2	innate immune response in mucosa
RNF10	
RNF10	metal ion binding
RNF10	nucleus
RNF10	cytoplasm
RNF10	transferase activity
RNF10	protein binding
RNF10	zinc ion binding
RNF10	protein ubiquitination
RNF10	DNA binding
RNF10	transcription cis-regulatory region binding
RNF10	negative regulation of Schwann cell proliferation
RNF10	positive regulation of myelination
RNF10	positive regulation of transcription by RNA polymerase II
RNF10	postsynapse to nucleus signaling pathway
RNF10	glutamatergic synapse
RNF10	extrinsic component of postsynaptic density membrane
RNF10	ubiquitin protein ligase activity
RNF10	cytosolic ribosome
RNF10	positive regulation of DNA-templated transcription
RNF10	ribosome-associated ubiquitin-dependent protein catabolic process
RNF10	protein autoubiquitination
RNF10	protein monoubiquitination
RNF213	metal ion binding
RNF213	ubiquitin-protein transferase activity
RNF213	ATP hydrolysis activity
RNF213	cytoplasm
RNF213	cytosol
RNF213	zinc ion binding
RNF213	nucleolus
RNF213	immune system process
RNF213	membrane
RNF213	lipid metabolic process
RNF213	ATP binding
RNF213	transferase activity
RNF213	hydrolase activity
RNF213	protein ubiquitination
RNF213	lipid droplet formation
RNF213	ubiquitin protein ligase activity
RNF213	ubiquitin-dependent protein catabolic process
RNF213	defense response to bacterium
RNF213	angiogenesis
RNF213	lipid droplet
RNF213	protein autoubiquitination
RNF213	sprouting angiogenesis
RNF213	protein K63-linked ubiquitination
RNF213	xenophagy
RNF213	regulation of lipid metabolic process
RNF213	lipid ubiquitination
RNF213	negative regulation of non-canonical Wnt signaling pathway
RNF213	
RPL15	structural constituent of ribosome
RPL15	translation
RPL15	ribosome
RPL15	ribonucleoprotein complex
RPL15	cytosolic ribosome
RPL15	ribosomal subunit
RPL15	nucleus
RPL15	RNA binding
RPL15	cytoplasm
RPL15	protein binding
RPL15	cytoplasmic translation
RPL15	cytosol
RPL15	cadherin binding
RPL15	cytosolic large ribosomal subunit
RPL15	synapse
RPL15	
RPL17	structural constituent of ribosome
RPL17	translation
RPL17	ribosome
RPL17	large ribosomal subunit
RPL17	nucleus
RPL17	RNA binding
RPL17	cytoplasm
RPL17	ribonucleoprotein complex
RPL17	cytoplasmic translation
RPL17	cytosol
RPL17	cytosolic large ribosomal subunit
RPL17	protein binding
RPL17	cytosolic ribosome
RPL17	
RPL17	RNA processing
RPL17	nucleolus
RPL21	
RPL21	structural constituent of ribosome
RPL21	translation
RPL21	ribosome
RPL21	RNA binding
RPL21	cytoplasm
RPL21	membrane
RPL21	endoplasmic reticulum
RPL21	cytosol
RPL21	ribonucleoprotein complex
RPL21	cytosolic large ribosomal subunit
RPL21	protein binding
RPL21	cytoplasmic translation
RPL21	cytosolic ribosome
RPL23	structural constituent of ribosome
RPL23	translation
RPL23	ribosome
RPL23	RNA binding
RPL23	cytoplasm
RPL23	membrane
RPL23	protein binding
RPL23	ribonucleoprotein complex
RPL23	focal adhesion
RPL23	cytosol
RPL23	extracellular exosome
RPL23	cytosolic large ribosomal subunit
RPL23	cytoplasmic translation
RPL23	protein-containing complex
RPL23	ribosomal protein import into nucleus
RPL23	positive regulation of gene expression
RPL23	negative regulation of transcription by RNA polymerase II
RPL23	protein-DNA complex disassembly
RPL23	protein stabilization
RPL23	nucleoplasm
RPL23	cellular response to actinomycin D
RPL23	cytosolic ribosome
RPL23	large ribosomal subunit rRNA binding
RPL23	nucleolus
RPL23	ubiquitin protein ligase binding
RPL23	transcription coactivator binding
RPL23	ubiquitin ligase inhibitor activity
